Class Times	75
Rooms	74
1	20
2	24
3	36
4	26
5	15
6	37
7	19
8	77
9	53
10	24
11	8
12	47
13	12
14	77
15	12
16	14
17	34
18	26
19	32
20	64
21	18
22	59
23	16
24	28
25	62
26	162
27	51
28	19
29	13
30	39
31	9
32	12
33	13
34	52
35	34
36	11
37	34
38	23
39	37
40	66
41	16
42	8
43	5
44	10
45	20
46	78
47	14
48	14
49	9
50	10
51	13
52	19
53	25
54	13
55	25
56	8
57	5
58	20
59	7
60	14
61	46
62	28
63	14
64	10
65	6
66	22
67	5
68	7
69	7
70	6
71	10
72	6
73	7
74	1
Classes	318
Teachers	159
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	25
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	16
38	36
39	20
40	37
41	38
42	39
43	40
44	41
45	42
46	43
47	44
48	45
49	15
50	46
51	47
52	2
53	12
54	3
55	31
56	48
57	47
58	13
59	49
60	42
61	50
62	50
63	51
64	13
65	48
66	52
67	53
68	54
69	55
70	56
71	57
72	58
73	59
74	60
75	61
76	9
77	62
78	63
79	64
80	49
81	65
82	66
83	67
84	68
85	68
86	69
87	70
88	68
89	11
90	71
91	72
92	73
93	74
94	75
95	76
96	77
97	78
98	79
99	80
100	81
101	81
102	82
103	59
104	43
105	10
106	51
107	61
108	83
109	84
110	85
111	52
112	86
113	87
114	52
115	88
116	80
117	89
118	73
119	90
120	91
121	92
122	92
123	56
124	93
125	1
126	94
127	58
128	68
129	34
130	16
131	4
132	95
133	96
134	27
135	6
136	97
137	98
138	39
139	57
140	29
141	95
142	99
143	38
144	39
145	5
146	100
147	14
148	101
149	14
150	102
151	84
152	90
153	103
154	104
155	105
156	106
157	29
158	104
159	83
160	19
161	82
162	82
163	107
164	88
165	108
166	109
167	110
168	111
169	101
170	48
171	17
172	72
173	112
174	4
175	111
176	113
177	114
178	115
179	109
180	96
181	79
182	116
183	117
184	82
185	95
186	61
187	13
188	118
189	37
190	94
191	119
192	120
193	121
194	87
195	122
196	123
197	124
198	66
199	7
200	125
201	18
202	13
203	126
204	50
205	19
206	1
207	127
208	65
209	18
210	128
211	114
212	19
213	105
214	129
215	115
216	119
217	93
218	130
219	120
220	131
221	132
222	51
223	133
224	10
225	29
226	97
227	55
228	132
229	122
230	134
231	135
232	136
233	77
234	42
235	98
236	132
237	54
238	90
239	137
240	44
241	115
242	138
243	139
244	140
245	141
246	142
247	22
248	73
249	143
250	135
251	132
252	62
253	33
254	115
255	135
256	74
257	120
258	135
259	144
260	94
261	122
262	143
263	145
264	10
265	146
266	132
267	75
268	135
269	141
270	78
271	147
272	138
273	138
274	69
275	33
276	117
277	148
278	99
279	110
280	89
281	53
282	97
283	121
284	149
285	95
286	122
287	10
288	60
289	150
290	26
291	88
292	138
293	73
294	151
295	152
296	42
297	95
298	114
299	112
300	6
301	59
302	153
303	1
304	93
305	136
306	154
307	93
308	155
309	154
310	156
311	147
312	157
313	155
314	158
315	1
316	159
317	45
318	122
