Students	1475
1	1 2 3 4
2	5 6
3	7 8 9
4	9
5	10 11 105
6	12 13
7	14
8	15 16
9	17
10	18 19 20
11	21 22 79
12	23 24 37
13	20
14	25 16 24
15	26 126
16	22 112 34
17	27 28 244
18	14 16 29 203 203 57
19	30 31 32 33 217
20	34 35 18 20
21	36 14 118 163
22	37 38 39 24
23	13 40 24
24	13 41 175
25	42 43 44 45 81 81
26	15 46 20 203 203
27	30 47 48 218
28	49 50 51 52
29	53 79 80 113
30	54 55 48 56
31	57 58
32	59 60 61
33	62 63 187
34	36 14 127
35	37 64 28 230
36	50 20 245
37	65 55 8 66
38	22 67 59
39	58 79 129
40	68 37 278
41	55
42	11 15 69 203 203
43	70 202 231
44	71 72 18 231
45	73 43 74
46	15 16 75
47	18 76 115
48	77 78 79 80
49	81 81 16
50	82
51	20 119 57
52	68 20 238
53	83 242 54
54	84 85 215 248
55	86 7
56	53 5 211
57	43 97 142 167
58	25 87 203 203
59	88 7 257 167
60	46 37 156
61	3 206 10 275
62	37 230 235 157
63	89 90 79
64	37 55 143 28
65	46 80 67
66	7 86
67	65 91 92 92 93 93
68	81 81 105
69	94 43 95 96 145
70	9 50 65 275
71	43 97 98 232
72	99 53 100 5
73	26 101 277
74	102 37 24
75	103 104 120 69 120
76	16 110
77	105 20 267
78	106 107 44 45
79	7 18 57 35
80	7 257
81	68 43 92 92 210 210 93 93
82	7 108 209
83	109 80
84	110 16
85	3 206 120 120
86	55 204
87	84 86 248
88	15 16 203 203
89	111 20 35
90	110 102 25 16
91	63 112 274 64
92	113 67
93	110 11 25 75
94	87 22 67 203 203
95	114 72 115 116
96	1 106 13 40
97	80 105 11 25
98	89 90
99	117 37 235
100	118 13 80
101	114 119
102	120 22 120
103	74 104 171
104	110 105 250 135 267
105	73 7 121 29
106	14 122 210 210
107	113 30 80 208
108	30 62 63 96
109	122
110	14 123 124 125 161
111	101 126 80 277
112	127
113	128 64
114	69 129 27 200
115	7 44 45 257
116	129 80 163 27
117	130 131 81 203 203 81 284
118	36 64 14 278
119	37 35 44
120	9
121	58 129
122	68 37 28 157
123	132 107
124	133 106 168
125	115 18 20
126	134 135
127	37 244 230 157
128	134 61 213
129	119 18 20
130	110 136 136 137 217
131	21 70 137 186
132	138 115 157 230
133	3 110 275
134	139 186 85
135	53 100 140 57
136	49 105 51 220 220
137	95 45 187 120 120
138	120 120 3 253
139	53 100 5 220 220
140	69 210 210 220 220
141	141 141 10 53 120 120
142	50 211
143	2 137 81 81
144	142 143 140 128
145	118 144
146	87 70 114
147	110 23 81 81 11
148	145 62 12 96
149	74 87
150	146 69 81 81 164
151	147 235 193 24
152	36 192 146
153	37 230 120 120 248
154	95 145 193 103
155	110 148 69 16
156	49 105 51 220 220
157	53 100 5 69
158	32 145 182
159	149 92 92 223 199 93 93
160	150 120 120 223 156 287
161	151 54 58 181
162	81 81 163 284
163	3 206 68
164	49 51 234
165	152 257 71 20
166	62 153 95 44
167	154 155 28 65
168	156 157 147
169	158 116 210 210 81 81
170	36 159 234 64
171	81 81 29 210 210 245
172	69 194
173	43 114 144 68
174	160 70 130 32
175	64 178 167 177
176	110 102 11
177	77 161 162
178	142 163 141 141 27
179	58 151 129
180	89 164
181	118 36 165 99
182	79 80 221
183	49 105 69 51
184	110 166 203 203 250
185	167 168 8 144
186	169 170
187	80 79
188	171 30
189	103 72 172 83 119
190	133 42 2
191	95 182 112 145
192	163 130 81 81 110
193	114 156 64
194	173 171 98
195	110 11 163 34 208
196	174 127 244 146
197	110 16 220 220 69
198	62 96 95 102
199	110 81 81 35 210 210
200	118 168 99
201	36 175 99 192
202	176 133 106
203	177 69 34 129
204	32 69 178 221
205	132 35 199 111
206	150
207	177 155 201 154
208	71 204
209	168 43 44 145
210	149 69 210 210 220 220
211	142 179 180 190
212	168 115 92 92 210 210 93 93
213	181 47
214	50 153 182
215	182 183 72
216	92 92 93 93 210 210 149 163
217	32 184 201
218	23 72 141 141 34
219	164
220	150 145 4 32
221	185 124 144 261
222	130 201
223	142 120 120 241 23
224	141 141 92 92 93 93 223 140
225	69 210 210 81 81
226	186 27 115 250
227	129 210 210
228	27 70 144 156
229	99 184 187
230	141 141 81 81 23
231	9 86 182 202
232	142 164 92 92 93 93 210 210
233	155 188 164 146 133
