Class Times	69
Rooms	69
1	81
2	152
3	44
4	59
5	29
6	50
7	55
8	19
9	31
10	35
11	18
12	11
13	22
14	40
15	24
16	19
17	34
18	15
19	31
20	14
21	28
22	24
23	19
24	50
25	18
26	18
27	29
28	19
29	9
30	17
31	19
32	28
33	12
34	65
35	7
36	45
37	9
38	21
39	13
40	14
41	78
42	20
43	11
44	6
45	78
46	7
47	12
48	13
49	11
50	58
51	16
52	14
53	17
54	9
55	12
56	15
57	10
58	28
59	6
60	8
61	15
62	7
63	7
64	6
65	5
66	19
67	3
68	6
69	4
Classes	307
Teachers	156
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	20
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	9
38	36
39	28
40	37
41	38
42	39
43	4
44	40
45	41
46	42
47	43
48	20
49	44
50	45
51	46
52	38
53	47
54	48
55	49
56	50
57	7
58	33
59	51
60	52
61	53
62	19
63	54
64	51
65	7
66	55
67	56
68	15
69	57
70	58
71	16
72	5
73	59
74	11
75	60
76	60
77	44
78	61
79	10
80	62
81	63
82	15
83	32
84	17
85	64
86	56
87	56
88	15
89	65
90	66
91	67
92	68
93	65
94	69
95	70
96	67
97	71
98	72
99	73
100	74
101	75
102	17
103	76
104	13
105	60
106	25
107	43
108	77
109	78
110	79
111	29
112	80
113	81
114	68
115	82
116	83
117	84
118	85
119	86
120	87
121	55
122	56
123	87
124	88
125	89
126	42
127	90
128	91
129	34
130	92
131	93
132	94
133	95
134	96
135	59
136	61
137	97
138	67
139	72
140	39
141	98
142	99
143	100
144	101
145	102
146	103
147	104
148	105
149	106
150	107
151	108
152	109
153	27
154	102
155	110
156	111
157	51
158	79
159	112
160	71
161	113
162	114
163	62
164	52
165	40
166	115
167	38
168	78
169	116
170	96
171	109
172	117
173	59
174	118
175	91
176	119
177	120
178	45
179	79
180	58
181	54
182	121
183	122
184	123
185	124
186	106
187	39
188	125
189	21
190	39
191	126
192	99
193	127
194	128
195	129
196	97
197	112
198	98
199	56
200	36
201	130
202	48
203	71
204	114
205	61
206	131
207	132
208	63
209	133
210	109
211	73
212	134
213	135
214	6
215	7
216	110
217	136
218	137
219	90
220	21
221	138
222	95
223	139
224	137
225	122
226	121
227	78
228	111
229	77
230	109
231	103
232	79
233	140
234	10
235	141
236	142
237	143
238	13
239	140
240	89
241	38
242	72
243	122
244	96
245	144
246	145
247	6
248	96
249	134
250	46
251	146
252	41
253	95
254	80
255	145
256	74
257	147
258	51
259	147
260	148
261	127
262	15
263	76
264	103
265	149
266	144
267	89
268	120
269	132
270	146
271	99
272	144
273	6
274	122
275	4
276	69
277	81
278	48
279	7
280	37
281	132
282	58
283	150
284	76
285	88
286	151
287	95
288	152
289	6
290	82
291	153
292	72
293	154
294	122
295	13
296	39
297	122
298	146
299	155
300	146
301	153
302	129
303	82
304	24
305	156
306	33
307	44
