Class Times	58
Rooms	60
1	9
2	20
3	28
4	20
5	32
6	81
7	12
8	8
9	24
10	32
11	23
12	25
13	14
14	32
15	112
16	17
17	26
18	77
19	13
20	11
21	21
22	26
23	19
24	7
25	47
26	39
27	13
28	64
29	39
30	46
31	29
32	17
33	14
34	16
35	8
36	14
37	8
38	6
39	13
40	15
41	13
42	18
43	14
44	12
45	21
46	1
47	2
48	27
49	23
50	11
51	5
52	16
53	15
54	10
55	7
56	6
57	5
58	2
59	9
60	1
Classes	231
Teachers	141
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	13
23	11
24	22
25	23
26	17
27	24
28	25
29	26
30	27
31	28
32	29
33	30
34	31
35	13
36	32
37	33
38	23
39	34
40	35
41	36
42	37
43	38
44	39
45	40
46	41
47	42
48	43
49	44
50	45
51	28
52	28
53	46
54	47
55	48
56	49
57	50
58	51
59	52
60	53
61	44
62	54
63	55
64	56
65	57
66	58
67	59
68	60
69	61
70	62
71	62
72	63
73	64
74	65
75	39
76	66
77	67
78	68
79	68
80	69
81	70
82	71
83	72
84	73
85	74
86	75
87	76
88	11
89	77
90	66
91	78
92	79
93	80
94	31
95	81
96	82
97	83
98	84
99	85
100	86
101	87
102	88
103	89
104	18
105	90
106	91
107	92
108	4
109	84
110	78
111	79
112	93
113	94
114	95
115	71
116	91
117	96
118	79
119	97
120	89
121	98
122	99
123	100
124	41
125	37
126	60
127	71
128	69
129	70
130	101
131	102
132	95
133	6
134	100
135	93
136	103
137	57
138	104
139	105
140	106
141	107
142	75
143	1
144	4
145	108
146	109
147	110
148	104
149	50
150	107
151	48
152	111
153	112
154	113
155	46
156	114
157	115
158	116
159	14
160	117
161	68
162	118
163	114
164	21
165	28
166	81
167	46
168	55
169	27
170	119
171	120
172	121
173	28
174	30
175	122
176	123
177	72
178	124
179	4
180	107
181	102
182	125
183	37
184	37
185	126
186	127
187	28
188	128
189	45
190	129
191	25
192	130
193	78
194	131
195	104
196	132
197	28
198	111
199	13
200	28
201	40
202	114
203	133
204	44
205	105
206	102
207	102
208	1
209	134
210	135
211	107
212	136
213	134
214	129
215	94
216	79
217	31
218	2
219	18
220	59
221	137
222	101
223	138
224	133
225	27
226	137
227	107
228	139
229	140
230	141
231	128
