Class Times	6
Rooms	25
1	945
2	163
3	97
4	312
5	406
6	136
7	899
8	216
9	150
10	471
11	221
12	429
13	730
14	501
15	590
16	425
17	638
18	417
19	872
20	518
21	754
22	337
23	976
24	224
25	268
Classes	80
Teachers	40
1	4
2	23
3	35
4	38
5	38
6	9
7	19
8	39
9	11
10	2
11	28
12	32
13	21
14	5
15	16
16	7
17	6
18	8
19	26
20	34
21	19
22	30
23	25
24	4
25	1
26	15
27	12
28	24
29	18
30	36
31	13
32	35
33	30
34	36
35	17
36	14
37	11
38	32
39	24
40	39
41	12
42	34
43	3
44	7
45	27
46	8
47	29
48	10
49	2
50	9
51	23
52	21
53	6
54	22
55	5
56	28
57	29
58	14
59	26
60	40
61	37
62	25
63	13
64	3
65	37
66	27
67	40
68	17
69	18
70	20
71	1
72	33
73	10
74	22
75	15
76	31
77	20
78	31
79	16
80	33
Class Times	4
Rooms	25
1	349
2	362
3	63
4	49
5	470
6	850
7	441
8	880
9	399
10	245
11	479
12	54
13	467
14	465
15	41
16	268
17	299
18	415
19	222
20	25
21	238
22	327
23	360
24	656
25	805
Classes	100
Teachers	50
1	43
2	27
3	18
4	43
5	1
6	14
7	16
8	12
9	1
10	39
11	33
12	4
13	6
14	29
15	41
16	11
17	40
18	27
19	32
20	3
21	36
22	49
23	39
24	19
25	2
26	19
27	8
28	9
29	15
30	3
31	15
32	44
33	38
34	6
35	37
36	13
37	11
38	38
39	45
40	5
41	41
42	49
43	2
44	29
45	25
46	46
47	14
48	32
49	42
50	48
51	31
52	8
53	36
54	45
55	22
56	47
57	4
58	5
59	7
60	42
61	50
62	17
63	35
64	7
65	21
66	44
67	12
68	25
69	21
70	34
71	48
72	26
73	18
74	16
75	28
76	46
77	17
78	28
79	37
80	24
81	10
82	31
83	35
84	40
85	50
86	10
87	26
88	47
89	24
90	23
91	23
92	13
93	33
94	30
95	30
96	22
97	9
98	34
99	20
100	20
