Students	1213
1	1
2	2
3	3
4	4 5 6
5	7
6	8
7	9 10 11 12
8	10 13 14 15
9	16 17
10	18 19 20 21
11	22 23 24
12	25 17 21
13	26 27 28 29
14	30 5 31
15	32 33 34
16	35 36 11
17	37 5 38 19
18	39 40
19	41 42
20	16 21
21	38 43
22	44 45
23	46 25 47 39
24	48 23 49
25	50 51
26	52 53
27	54 2 55 56
28	57 58 59
29	60 61 58 62
30	63 64 65
31	66 12
32	57 58 67 68
33	30 69 5 70
34	64 17 51 21
35	58 62
36	71 72 73 18
37	74 75 18 76
38	77
39	78
40	59 79
41	58 80 62
42	17 51 20
43	81 23
44	82 83 46
45	26 47 27 84 29
46	85 86 87
47	85 69 5
48	69 5 88 6
49	89
50	69 5 70
51	63 90 91
52	92 93 6 34
53	94 95 96
54	97 98 52 99
55	30 12
56	5 100 38 19
57	71
58	36 17 18 31
59	101 23
60	102 103 104 78
61	17
62	35 66 105
63	30 26 27
64	2 13 14 21
65	106 91 107 108
66	109 42 28
67	110
68	111 112
69	69 5 113
70	98 109 28 114
71	110
72	101 23 115
73	116 117 118
74	10 119
75	120
76	121 122 123
77	48 22 23 99
78	109 42 28 124
79	35 36 16 17
80	125 52 54 114
81	5 11 110 126
82	73 127 128 107
83	52 129 130
84	82 131 119 132
85	133 134 135
86	60
87	136 44 45
88	5 88 31
89	134 5 25 80
90	128 2 55 137
91	52 53 138 93
92	139 127 10
93	98 140 123
94	17
95	11 141
96	27 2 55
97	52 53 142 110
98	71 18
99	69 5 18
100	143 144
101	66 128 105
102	50 145 17
103	109 146 110
104	147 148
105	10 65 70 15
106	128 12
107	25 92 88 18
108	102 149 31 141
109	61 58
110	72 54 55 150
111	151
112	152 153 18
113	36 17
114	113 2 55 18
115	53 109 154
116	98 53 85
117	138 16 17 154
118	30 2 55 31
119	5
120	155 127 65
121	72 17 55
122	149 156 45 19
123	134 5 109 132
124	157 19
125	125 53 158 78
126	159
127	102 5 113 126
128	88 18 19 34
129	30 159
130	10 12 15
131	160 69 5 161
132	61 58
133	52 53 162 108
134	163 134 5 147
135	84 39 42
136	50 164
137	101 23 165 166
138	26 167
139	168 47 84 39
140	46
141	2 18 19
142	98 143 169 127 170
143	111 77 171
144	69 17
145	160 149 78 161
146	53 24 172
147	90 173 174 175
148	176 88 11 141
149	119 177 123
150	133 23
151	109 87 88 75
152	58 39 29
153	81 18
154	178 104 179
155	149 114
156	46 45 99
157	180 126
158	181 16 141
159	63 47 91 29
160	182 182 183 178 7
161	184 91 185 123
162	186 187 78
163	133 139 188 91
164	89 9 74
165	159 136 31 21
166	111 2 123
167	189 90 173 190
168	191 52 53 114
169	111 63 66
170	192 193 166 194
171	30 13 14 56
172	144 15
173	133 77
174	154
175	50 91 124
176	195 45
177	143 10
178	192 127 194
179	19
180	73 11 12
181	54 2 55
182	78 91 119 123
183	2 13 14 55
184	55 31
185	106 53 188 107
186	112 12
187	78 119 123
188	87 18 196
189	55 154
190	2 55 137
191	163 5 38 172
192	5 13 14 132
193	169 17 166 130
194	111 77 197
195	133 63 128 146
196	53 90 173 175
197	198 127 10
198	191 53
199	52 138 110 123
200	82 28 199
201	200 23 138 49
202	136 13 14 55
203	52 53 81
204	13 14 107 38
205	52 53 201
206	109 151 119
207	90 2
208	116 28
209	25 91 123
210	61 58
211	133
212	119 123
213	55 117 21
214	35 5 202
215	165 87 18 126
216	23
217	52 203 12 15
218	30
219	149 28
220	204 18 154
221	149 161 34
222	9 5 205 199
223	206
224	35 36 207 16 17
225	119
226	4 26 27 28
227	168
228	163 5 146 42
229	33 141
230	208 5 179 38
231	69 5 38 6
232	174 32 38 19
233	16 17
234	87 161 32 170
235	111 91 128 123
236	2 13 14 55 154
237	5
238	116 55 154 137
239	82 83 110
240	35 112 179 123
241	98 53 194
242	10 11 12
243	209 209 26 27 84
244	48 138 210 211
245	200 182 182 78 212
246	17 65 119 123 21
247	97 52 213 212
248	138 36 17
249	33 123 141
250	48 23 99
251	149 28
252	16 17 128 96
253	169 25 184
254	45 28
255	37 136 11
256	88 18 96
257	144 214
258	138 184 91 112
259	84
260	17 21
261	111 77 78
262	20
263	169 215 65 137
264	42 12
265	12
266	111 77 78
267	23
268	166 124
269	173 47 175
270	160 27 216 29
271	158 134 5 144
272	204 18 19 6
273	169 124
274	191 53 107
275	159 217
276	110
277	27 84
278	218 46 138
279	5 55 6
280	101 23 211
281	189 138
282	8 93
283	42 219
284	186 24 187 159
285	220 36 211
286	206
