Students	1352
1	1 2
2	3
3	4 5
4	6
5	7 8
6	9 10 11 11
7	12 13 8
8	4 5 14
9	15 16
10	17
11	18 19 20 21
12	19
13	22 10 23
14	9 24 25
15	26 27 28
16	29 30
17	31 32
18	33 34 34 35 35
19	36 37 38
20	2 39 40 41
21	42 43 44
22	1 2 25 45
23	27
24	46 42 8
25	2 47 43 38
26	48 49 43 50
27	51 52 53
28	2 18 54 55
29	1 2 56 20
30	46 42
31	57 16
32	1 2 58 59
33	49 60 61 62 63
34	19 64 65 66
35	67 68
36	69 23 70 71
37	13 51
38	41 20 16 72
39	73 36 13
40	25 45 74
41	29 75 76 77 78 78
42	26 79 80
43	26 25 45
44	36 43
45	81 13 82 38
46	83 84 85 86
47	54 55 42
48	87 88 89
49	29 46 90 44
50	5 91
51	92 93 94 95
52	96
53	97 98 57 16
54	99 100 101 102
55	103 104
56	79 80 105
57	106 27 80 45 107
58	80 96 91
59	20 108
60	1 106
61	24 57 45
62	2 109 110
63	111 13 52
64	106 79 45 112
65	113 51
66	46 114 115
67	23 116
68	117 96
69	92
70	118 45
71	83 64 112
72	109 43
73	111 13
74	2 56 119
75	36 120 3
76	121 122
77	123 124 125 126
78	118 127 128 6
79	129 107
80	100 130 131 132
81	133 21
82	134 90 45
83	106 36 124
84	42 52 43
85	135 136 13 11 11
86	36 20
87	88 19 108
88	1 2 137 45
89	138 36 35 35 43
90	139 140 141
91	73 19 108
92	100 92 142 65
93	87
94	19 108 122
95	143 112
96	26 139 140 21
97	144 145 146 60
98	37 98 147
99	16
100	148 149 147
101	26 150 35 35
102	151 132 152 153
103	143 90 77
104	146 91 66
105	125 5
106	103 96 146
107	154 42 107
108	51 50
109	13 76 122
110	68 13 112
111	13 155
112	56 20 16
113	9 1 156 11 11
114	122 43 126
115	157 103 104 14
116	46 114 110 44
117	79 18 91
118	50
119	136 13 155 126
120	47 36
121	158 5 50
122	79 96 35 35
123	42 153
124	31 159
125	36 160 161 112
126	9 162 40 132
127	13 82 112
128	26 106 35 35
129	46 42
130	26 54 55
131	103 15 16 163
132	141 19 112
133	164
134	9 1 2
135	118 136 13 43
136	35 35 16 163
137	165 80 96
138	47 61
139	71 166 32 74
140	15 16 43
141	167 13 168
142	4 68 13 112
143	2 20
144	36 144
145	69 88 142
146	136 68 13
147	117 96
148	88 152 112
149	124 85
150	91 49 169
151	1 2 170 48
152	171
153	68 13 112 168
154	118 104 128 59
155	96 171
156	33 33 91
157	88 172 173
158	49 60 50
159	174 20 16 163
160	19 76
161	108 50 175
162	176 131 103 15
163	13 18 16
164	129 19 177
165	100 92 13
166	92 13 64
167	118 178 104 174
168	26 24 88
169	167 23 179
170	35 35 91
171	26 150 25 126
172	26 79 84 35 35
173	37 180 16
174	13 65
175	181 103 104 182
176	19 108 64 38
177	69 139
178	23 125
179	9 36 183 169
180	155 172 19 108
181	130 184 111 13
182	40 146 42
183	87 117 103 80
184	19 38
185	68 13 145 64
186	138 36 165
187	48 49 112
188	91 62
189	29 184 30 90 25
190	20 15 16
191	45
192	33 33 143 90
193	113 185 84 186
194	117 103 61 63
195	140
196	2
197	157 174 56 98 16
198	117 171
199	187 86 159
200	157 188 101 61
201	189 190 96 191
202	147
203	46 42 38 44
204	1 2 58
205	36 160 122 43
206	81 113
207	4 46 42 108
208	26 143 192 38
209	123
210	193 189 24 191 194 195
211	46 54 55 42
212	143 196 66
213	197 2 109 136
214	113 103 96 128
215	36 198 35 35 161
216	95
217	199 133 45
218	2 200
219	138 11 11 132 201
220	16 108 43
221	46 42 153
222	73 138 49 38
223	21 115
224	5
225	202 1 75 18 45
226	111 13
227	18 15 16
228	171 194 195
229	87 103
230	117 171
231	10 203 204 66
232	79 24 205 84
233	206 156 69
234	111 133
235	125 126 6
236	13
237	121 48 19 74
238	207 46 43
239	36
240	104 208 61
241	52 209
242	118 167 13 210
243	36 211 144 84
244	22 36 28
245	34 34 157 135 210
246	204 25
247	91 50 44
248	117 96 128 61
249	117 96 63
250	56 49 60 62
251	154 46 175
252	157 176 98
253	103 80 97 61
254	11 11 88 212
255	15 16
256	118 124 135 15 16
257	162 18 25
258	99 13 64 112
259	1 2 133
260	1 2 213 105
261	49 186 50
262	14
263	143 90 112
264	51 25 45
265	1 2 52 53
266	13 133 112 65
267	206 149 214 78 78
268	79 139 183
269	143 90 112
270	36 161 58
271	68 13 215
272	27 48 18 25
273	12 136 68 13
274	173 101
275	16 46 38
276	165 140 112
277	56 15 16 163
278	19 108 112 66
279	79 27 152 84
280	87 216 89
281	162 48 25
282	217 68 37 186
283	156 69 97
284	92
285	69 218 139 78 78
286	155 152 76 95
287	87 181 80
288	150 80 96
289	11 11 155 219 201
290	98 57 45
291	47 36 37 161
292	166 32
293	26 91 25
294	207 58
295	57 16 163
296	103 104 96 122
297	50 175
298	26 150 146 45
299	4 13
300	178 15
301	220 86
302	41 157 51
303	7 19 103
304	137 103 80 96
305	117 103 96 122
306	83 173 101
307	205 152 56 201
308	172 216 57 16
309	48 141 50
310	157 124 104 96
311	18 15 16
312	98
313	138 36
314	218 139 18 58
315	138 36 35 35
316	36 160 161
317	73 41 221 57
318	26 150 204 45
319	136 82 112
320	156 29 137 35 35 201
321	218 139 117 80
322	31 85 86 32
323	222 113 215
324	56 98 58
325	26 79 27
326	81 46 42
327	16 200 38
328	111 50
329	76 17 173
330	13 15 72
331	67 19 8 108
332	1 2 153
333	61 153 163
334	103 16 52
335	20 16 163
336	111 18 154 44
337	155 201 223
338	47 224
339	67 130 131 204
340	225 226 91 64
341	101 227
342	37 180
343	228 229 73
344	113 154 50
345	143 90
346	224 138 36 78 78
347	46 42 8 43
348	99 13 132
349	230 84 28
350	104 5
351	41 154 46 42
352	218
353	141 19 105
354	22 224 152 61
355	91 42
356	152 188 15 16
357	81 113 49
358	18 104 96
359	152 61
360	103 220 86
361	2 45
362	129 5 146
363	15 154 64
364	56 16
365	89 61
366	189 103 14 128 194
367	89
368	150 183 49 62
369	230 209 95
370	100 23 155 94
371	113 8 128
372	231 232 66 38
373	164 103 80 56
374	156 132 203 201
375	40 104 225 226
376	103 104
377	33 33 150 40 192
378	217 17 173
379	132 163
380	131 154
381	134 103
382	146 64 112 65
383	184 167 88 43
384	81 184
385	1 124 28
386	26 162 150 76
387	48 166 233 232
388	81 28 5 64
389	5 51
390	121 234 67 75
391	183 225 25 45
392	183 117 128
393	183 80 214 6
394	184 117 198
395	170 48 159 95
396	49 154 212 38
397	26 35 35 25 112
398	12 117
399	99 155 65 235
400	207 204 200
401	121 150 91 49
402	183 8 78 78 168
403	26 25 232
404	76 126
405	49
406	118 62
407	236 230 85 237 238
408	218 127 77
409	236 81
410	33 33 150 112
411	9 144 172
412	206 1 189 169 194 214
413	234 146 64
414	118 103
415	121 127 76
416	206 1 154 212
417	34 34 218 127 98
418	129
419	205 17 173
420	222 12 75 232
421	239 5 62
422	134 217 30
423	202 26 79 150
424	205 230 164 182
425	15 240
426	226 6
427	84 145 91 49
428	204 38
429	157 103
430	141 56 15 66
431	97 112 66
432	184 155 152 201
433	34 34 48 66
434	103 104 5
435	142 141 117 103
436	157 240 63
437	1 165
438	60 122 62
439	179 117 104
440	202 231 201
441	241 138 204
442	206 1 207
443	117 103 146 14
444	170 156 210 177
445	100 167
446	35 35 8 94
447	106 150 70 185
448	139 76 77 112
449	67 184 68
450	197 33 33 242 154
451	150 207 35 35 38
452	132 84 219 201
453	202 33 33 11 11 200
454	172 141 201 153
455	206 76 191 126
456	79 183 25 110
457	148 46 114
458	87 130 216 89
459	123 231 23
460	35 35 25 45
461	150 35 35 5 91
462	22 73 39 120
463	54 55 42 43
464	124 35 35 182
465	181
466	174 201 112
467	136 112
468	186 112
469	118 198 84
470	23 155 201 153
471	207 35 35 97 214
472	206 207 216
473	40 68 56
474	83 5 64
475	92 46 114
476	34 34 207 183 35 35
477	233
478	100 73 204 94
479	243 244
480	183 225 226
481	148 226 97 8
482	47 40 218 140
483	123 103 128 63
484	35 35 25 45
485	215 213 137 155
486	162 91 186 25
487	160 38
488	101
489	98
490	28
491	51 147
492	148 40
493	18 8 245 112 66
494	26 150 137 6
495	213
496	56 146 49 14
497	4 5
498	143 103 225
499	98 219 209
500	29 183 30 245
501	33 33 106 140 76
502	100 67 136 85
503	135 15 240
504	1 154 58
505	98 46 114 44
506	241 66
507	181
508	34 34 218 127 140
509	1 239 40
510	246 47 106 73
511	150 183 8 78 78
512	226 171
513	157 212
514	166
515	247 103 104 119
516	26 150 103 104
517	33 33 34 34 67 66
518	184 146
519	40 103 171
520	10 113 244
521	189 46 8 169 114 44
522	19 108 64 38
523	5 145 44
524	26 103 80 128
525	179
526	46 114 44
527	33 33 239
528	202 106 34 34
529	98 112
530	248 117 101 159
531	138 132 201 110
532	26 150 103 104
533	118
534	206 1
535	9 41 37 240
536	56 145 91 126
537	170 11 11 65
538	154 46 44
539	85 174 98 159
540	103 104 146
541	57 49
542	202 222 37 223
543	123 249 236 146
544	239 124 177
545	230 164 78 78
546	134 29 35 35 30
547	26 250 117 43
548	136 68 215 154
549	206 1 234 35 35 153
550	246 154 114
551	154 54 55 8
552	9 1 156 11 11
553	76 98 159
554	80 89
555	26 150 207 192
556	5 146
557	124 97 153
558	19
559	34 34 10 76 186
560	68 112
561	26 150 103 35 35
562	206 1 215 35 35
563	157 240 112
564	33 33 106 150
565	246 248
566	20 53 38
567	150 226 171
568	228 19 38
569	168
570	189 56 191
571	202 9 59
572	79 226 171
573	9 29 218 127
574	202 112
575	26 162 180 84
576	155
577	109 153 110 107
578	121 71
579	15 16 214
